Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
336,Isaac Okoro,24,CLE,SG,55,22,19.1,2.3,4.9,0.464,1,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,
337,Jarace Walker,21,IND,PF,74,4,15.6,2.2,4.7,0.476,1,2.4,0.411,1.2,2.3,0.545,0.582,0.6,0.9,0.667,0.3,2.6,3,1.4,0.7,0.3,1.1,1.5,6.1,
338,Luke Kornet,29,BOS,C,72,15,18.5,2.5,3.8,0.672,0,0,0,2.5,3.7,0.677,0.672,0.9,1.3,0.695,2.6,2.7,5.3,1.6,0.5,0.9,0.4,1.6,6,
339,Jaylen Sims,26,CHO,SG,5,0,18.2,1.6,3.8,0.421,0.8,2,0.4,0.8,1.8,0.444,0.526,2,2.4,0.833,0.4,0.6,1,2,0.4,0.2,1.4,1.4,6,
340,Isaiah Stewart,23,DET,C,72,4,19.9,2.4,4.4,0.559,0.2,0.7,0.321,2.2,3.6,0.607,0.586,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6,
341,Jaylin Williams,22,OKC,PF,46,8,17,2.1,4.8,0.441,1.3,3.3,0.399,0.8,1.5,0.537,0.58,0.5,0.7,0.767,1,4.6,5.7,2.6,0.5,0.6,0.8,1.7,6,
342,James Wiseman,23,IND,C,1,0,5,2,4,0.5,0,1,0,2,3,0.667,0.5,2,2,1,0,1,1,0,0,0,0,0,6,
343,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,0.39,0.7,1.7,0.394,1.4,3.6,0.389,0.452,1.3,1.7,0.735,0.7,0.9,1.6,1.4,0.6,0,0.9,1.1,6,
344,Cole Swider,25,2TM,SF,10,0,16.9,2.2,6.3,0.349,1.5,4.7,0.319,0.7,1.6,0.438,0.468,0,0.1,0,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9,
344,Cole Swider,25,DET,SF,2,0,6.5,0,2.5,0,0,2.5,0,0,0,,0,0,0,,0,1,1,0.5,0,0,0,0.5,0,
344,Cole Swider,25,TOR,SF,8,0,19.5,2.8,7.3,0.379,1.9,5.3,0.357,0.9,2,0.438,0.509,0,0.1,0,0.6,2.5,3.1,0.3,0.5,0.3,0.5,1.4,7.4,
345,Kyle Anderson,31,2TM,PF,60,4,16.2,2.3,4.9,0.473,0.4,1.2,0.357,1.9,3.8,0.509,0.515,0.8,1.1,0.73,0.9,2.5,3.3,2.4,0.7,0.5,0.6,1.3,5.9,
345,Kyle Anderson,31,GSW,PF,36,3,15,2.1,4.7,0.45,0.5,1.4,0.365,1.6,3.3,0.487,0.506,0.5,0.8,0.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,
345,Kyle Anderson,31,MIA,SF,24,1,18,2.7,5.3,0.504,0.3,0.8,0.333,2.4,4.5,0.532,0.528,1.2,1.5,0.778,1,2.7,3.8,2.5,0.6,0.4,0.7,1.7,6.8,
