Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Shai Gilgeous-Alexander,26,OKC,PG-SG,50,50,34,11.4,21.5,0.528,2,5.7,0.352,9.4,15.9,0.591,0.575,7.9,8.8,0.9,0.9,4.2,5.1,6,1.9,1,2.6,2.2,32.7,
2,Giannis Antetokounmpo,30,MIL,PF-C,41,41,34.9,12.7,20.9,0.608,0.1,0.8,0.188,12.6,20.1,0.624,0.611,6.2,10.7,0.577,2.3,9.9,12.2,5.9,0.8,1.3,3.4,2.4,31.8,
3,Nikola Jokić,29,DEN,C,47,47,36.1,11.3,19.6,0.575,2.1,4.5,0.462,9.2,15.1,0.609,0.628,5,6.1,0.816,3,9.6,12.7,10.3,1.8,0.7,3.1,2.1,29.6,
4,Luka Dončić,25,DAL,PG-SG,22,22,35.7,9.8,21.2,0.464,3.4,9.6,0.354,6.4,11.5,0.555,0.544,5.1,6.6,0.767,0.7,7.6,8.3,7.8,2,0.4,3.4,2.6,28.1,
5,LaMelo Ball,23,CHO,PG-SG,32,32,33.4,9.7,23.3,0.416,4.1,12.2,0.338,5.6,11.1,0.503,0.505,4.5,5.4,0.822,1,4.3,5.2,7.4,1.3,0.3,3.7,3.4,28,
6,Tyrese Maxey,24,PHI,PG-SG,44,44,38,9.7,21.8,0.444,3.3,9.7,0.346,6.3,12.1,0.523,0.521,5.2,5.9,0.874,0.3,3.2,3.4,6.2,1.9,0.4,2.5,2.3,27.8,
7,Anthony Edwards,23,MIN,SG-SF,51,51,36.7,9.1,20.5,0.446,4.2,9.9,0.421,5,10.6,0.47,0.547,4.8,5.7,0.844,0.8,5,5.8,4.5,1.1,0.7,3.5,2,27.2,
8,Kevin Durant,36,PHO,PF-SF,39,39,36.2,9.8,18.6,0.524,2.4,5.9,0.398,7.4,12.7,0.583,0.587,5,6.1,0.827,0.4,5.7,6.1,4.2,0.8,1.3,3,1.7,26.9,
9,Jayson Tatum,26,BOS,PF-SF,50,50,36.3,9,19.9,0.453,3.6,10,0.361,5.4,9.8,0.547,0.544,5.2,6.5,0.8,0.6,8,8.6,5.6,1.2,0.5,2.8,2.2,26.8,
10,Devin Booker,28,PHO,SG-PG,47,47,37.1,8.6,19,0.453,2.7,7.8,0.342,6,11.2,0.53,0.523,6.5,7.2,0.894,1,3.1,4.1,6.6,1.1,0.3,2.7,2.4,26.4,
11,Jalen Brunson,28,NYK,PG,51,51,35.3,9,18.4,0.49,2.3,5.9,0.398,6.7,12.6,0.534,0.554,5.9,7.2,0.819,0.4,2.4,2.8,7.5,0.9,0.1,2.4,2.2,26.3,
12,Anthony Davis,31,LAL,PF-C,43,43,34.2,9.5,18,0.528,0.7,2.2,0.313,8.8,15.8,0.559,0.548,6,7.6,0.786,2.9,9.1,12,3.4,1.3,2.2,2.2,1.9,25.7,
15,Cade Cunningham,23,DET,PG-SG,47,47,35.7,9.6,21.1,0.453,2.3,6.4,0.354,7.3,14.7,0.496,0.507,4.2,4.9,0.845,0.9,5.4,6.3,9.4,1,0.7,4.4,2.7,25.6,
16,Damian Lillard,34,MIL,PG,42,42,36.3,7.7,17.3,0.445,3.4,9,0.377,4.3,8.4,0.519,0.543,6.2,6.8,0.923,0.6,4.1,4.7,7.5,1.2,0.2,2.8,1.8,25,
17,Franz Wagner,23,ORL,SF,34,34,32.9,9,19.5,0.462,2,6.4,0.318,7,13.1,0.531,0.514,5,5.8,0.863,1,4.6,5.6,5.1,1.4,0.4,2.3,2.5,25,
18,Cam Thomas,23,BRK,SG,19,17,32.3,7.9,17.7,0.448,2.8,7.6,0.375,5.1,10.2,0.503,0.528,5.9,6.8,0.876,0.5,3.1,3.6,3.4,0.7,0.1,2.7,1.9,24.7,
19,De'Aaron Fox,27,2TM,PG,48,48,36.8,9.1,19.4,0.468,2,6.3,0.32,7.1,13.2,0.539,0.52,4.4,5.3,0.823,1,3.9,4.9,6.3,1.5,0.4,2.9,2.7,24.6,
20,De'Aaron Fox,27,SAC,PG,45,45,37,9.2,19.6,0.469,2,6.4,0.322,7.2,13.3,0.539,0.521,4.5,5.5,0.829,1,4,5,6.1,1.5,0.4,3,2.6,25,
21,De'Aaron Fox,27,SAS,PG,3,3,34.7,7.7,16.7,0.46,1.3,4.7,0.286,6.3,12,0.528,0.5,1.7,2.7,0.625,0.3,3,3.3,9.3,2.7,0,2,3.3,18.3,
22,Joel Embiid,30,PHI,C,15,15,29.9,7.9,17.3,0.454,1.2,3.8,0.316,6.7,13.5,0.493,0.488,7.7,8.7,0.878,1.7,6.3,8.1,4.4,0.8,1,3.2,2.3,24.6,
23,LeBron James,40,LAL,SF-PF,46,46,34.7,9.4,18.2,0.516,2.2,5.6,0.391,7.2,12.7,0.57,0.575,3.5,4.6,0.767,0.9,6.9,7.8,9,0.9,0.5,3.8,1.4,24.5,
24,Victor Wembanyama,21,SAS,C,44,44,33,8.8,18.6,0.474,3.1,8.8,0.35,5.8,9.8,0.587,0.557,3.5,4.2,0.842,1.8,9.1,10.9,3.6,1.1,3.9,3.3,2.3,24.3,
25,Zion Williamson,24,NOP,PF,16,16,28.3,9.3,17.4,0.536,0.1,0.7,0.182,9.2,16.7,0.551,0.54,5.6,8.5,0.654,2.8,4.8,7.6,4.9,1.3,1.1,3.1,2.8,24.3,
26,Kyrie Irving,32,DAL,SG,42,42,36.3,8.8,18.5,0.475,2.9,7,0.407,5.9,11.5,0.517,0.552,3.7,4.1,0.901,1.2,3.5,4.6,4.8,1.3,0.4,2.3,2,24.1,
27,Donovan Mitchell,28,CLE,SG,49,49,31.3,8.4,18.7,0.451,3.7,9.3,0.394,4.8,9.4,0.508,0.549,3.4,4.1,0.841,0.7,3.7,4.3,4.7,1.4,0.2,2,2,24,
28,Norman Powell,31,LAC,SG,43,43,33.3,8.3,16.8,0.496,3.4,7.9,0.429,5,9,0.554,0.596,3.9,4.7,0.824,0.3,3.2,3.5,2.3,1.3,0.2,2,1.9,24,
29,Karl-Anthony Towns,29,NYK,C-PF,47,47,34.6,8.7,16.3,0.531,2,4.6,0.428,6.7,11.7,0.571,0.591,4.7,5.6,0.838,3.1,10.4,13.5,3.3,1,0.8,2.5,3.5,24,
30,Tyler Herro,25,MIA,SG,49,49,35.6,8.2,17.7,0.464,3.8,9.7,0.388,4.4,8,0.558,0.571,3.5,4.1,0.86,0.4,5.2,5.6,5.6,0.7,0.1,2.7,1.4,23.7,
31,Zach LaVine,29,2TM,SF,45,45,34.2,8.5,16.8,0.505,3.1,7.2,0.431,5.4,9.6,0.561,0.598,3.6,4.4,0.804,0.3,4.4,4.7,4.4,0.9,0.2,2.8,1.5,23.6,
32,Zach LaVine,29,CHI,SF,42,42,34.1,8.6,16.9,0.511,3.2,7.3,0.446,5.4,9.6,0.56,0.607,3.5,4.3,0.797,0.3,4.5,4.8,4.5,0.9,0.2,2.9,1.5,24,
33,Zach LaVine,29,SAC,SG,3,3,35,6.3,15.3,0.413,1.3,6.7,0.2,5,8.7,0.577,0.457,5,5.7,0.882,0,3,3,3,0.7,0.3,1.3,1.7,19,
34,Trae Young,26,ATL,PG,49,49,36,7.3,17.8,0.409,3,8.7,0.34,4.3,9.1,0.475,0.492,6,7,0.857,0.5,2.7,3.2,11.4,1.2,0.2,4.7,2,23.5,
35,Jaren Jackson Jr.,25,MEM,C-PF,50,50,29.7,8.4,16.9,0.499,2,5.4,0.373,6.4,11.5,0.558,0.559,4.5,5.8,0.779,1.4,4.6,6,2.2,1.3,1.6,2.2,3.4,23.3,
36,Stephen Curry,36,GSW,PG,43,43,32,7.7,17.7,0.434,4.3,11,0.392,3.4,6.7,0.502,0.556,3.3,3.5,0.933,0.6,3.9,4.5,6.1,1,0.5,3,1.3,23,
37,Jaylen Brown,28,BOS,SF,46,46,35.3,8.5,18.5,0.461,1.9,6,0.324,6.6,12.5,0.526,0.513,4,5.3,0.746,1.4,4.6,6,4.8,1.2,0.3,2.7,2.6,22.9,
38,Trey Murphy III,24,NOP,SF,36,34,35.4,7.6,16.2,0.473,3.3,8.6,0.383,4.4,7.6,0.573,0.574,4.1,4.6,0.89,0.9,4.2,5.1,3.3,1.2,0.8,1.6,2.4,22.6,
39,Brandon Ingram,27,NOP,SF,18,18,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,
40,CJ McCollum,33,NOP,PG,39,39,33.4,8.3,18.4,0.45,3.2,8.3,0.381,5.1,10.1,0.506,0.536,2.5,3.5,0.726,0.7,3,3.7,3.8,0.8,0.6,1.8,2.3,22.2,
41,Paolo Banchero,22,ORL,PF,20,20,33.5,7.9,18.5,0.427,1.5,5.2,0.279,6.5,13.3,0.485,0.466,4.8,7.6,0.636,1.1,6.1,7.2,5,0.7,0.8,3.2,2.2,22.1,
42,Darius Garland,25,CLE,PG,50,50,30.3,7.8,15.6,0.5,3,7,0.434,4.8,8.7,0.553,0.597,3.2,3.7,0.874,0.6,2,2.6,6.7,1.1,0.2,2.5,2.1,21.9,
43,RJ Barrett,24,TOR,SF,41,41,33.3,8.1,17.3,0.47,1.8,5.2,0.349,6.3,12,0.522,0.523,3.5,5.4,0.655,1,5.6,6.6,5.7,0.8,0.3,3,2.6,21.6,
44,DeMar DeRozan,35,SAC,SF,47,47,35.7,8,16.5,0.485,0.9,2.7,0.32,7.1,13.8,0.517,0.511,4.6,5.4,0.857,0.6,3.2,3.8,3.7,1.1,0.5,1.4,1.9,21.5,
45,Jalen Green,22,HOU,SG,52,52,33.3,7.6,17.7,0.428,2.8,8.1,0.352,4.7,9.6,0.493,0.509,3.5,4.1,0.858,0.6,3.8,4.3,3,0.9,0.3,2.5,1.7,21.5,
46,James Harden,35,LAC,PG-SG,49,49,34,6.2,15.8,0.395,2.8,8.1,0.342,3.5,7.7,0.451,0.483,6.1,6.8,0.892,0.6,5.1,5.7,8.6,1.5,0.6,4.5,2.1,21.3,
47,Jalen Williams,23,OKC,SG,48,48,32.8,8.2,17.2,0.478,1.7,4.9,0.343,6.5,12.3,0.532,0.527,3.1,3.9,0.782,0.9,4.7,5.5,5.1,1.8,0.7,2.3,2.5,21.2,
48,Brandon Miller,22,CHO,SF,27,27,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21,
49,Jordan Poole,25,WAS,SG,45,45,31.2,6.8,16.2,0.418,3.5,9.3,0.377,3.3,6.9,0.474,0.527,3.8,4.4,0.867,0.5,2.6,3.1,4.9,1.4,0.5,3.4,3.2,20.8,
50,Pascal Siakam,30,IND,PF,51,51,33.1,8,15,0.531,1.7,4.2,0.411,6.3,10.8,0.578,0.589,3.1,3.9,0.776,1.8,5.6,7.4,3.4,0.9,0.5,1.3,2.6,20.7,
51,Ja Morant,25,MEM,PG,31,31,28.6,7.1,15.8,0.448,1.6,4.9,0.331,5.5,10.9,0.5,0.499,4.8,5.9,0.809,0.6,3.5,4.2,7.5,1.3,0.4,3.8,1.9,20.5,
52,Domantas Sabonis,28,SAC,C,49,49,36,8,13.3,0.598,1.1,2.4,0.458,6.9,10.9,0.629,0.64,3.4,4.5,0.761,4,10.3,14.3,6.2,0.6,0.4,3,3.6,20.5,
53,Jamal Murray,27,DEN,PG,46,46,36,7.6,16.5,0.464,2.1,5.6,0.368,5.6,10.8,0.513,0.526,3,3.5,0.875,0.6,3.4,4,6.1,1.4,0.6,2.2,1.8,20.4,
54,Scottie Barnes,23,TOR,PF,39,39,34.5,7.6,17,0.446,1.4,5,0.277,6.2,12,0.516,0.486,3.4,4.4,0.769,1.6,6.2,7.7,6.4,1.5,1.1,3.1,2.1,20,
55,Miles Bridges,26,CHO,PF,35,35,32,7.2,16.5,0.438,2,6.7,0.298,5.2,9.8,0.535,0.499,3.1,3.6,0.873,1,6.7,7.7,3.8,0.7,0.6,2,1.5,19.6,
56,Alperen Şengün,22,HOU,C,49,49,31.6,7.7,15.5,0.493,0.3,1.4,0.239,7.3,14.1,0.519,0.504,3.7,5.3,0.701,3.4,7.1,10.5,5,1.2,0.8,2.4,2.9,19.4,
57,Cameron Johnson,28,BRK,PF,37,37,32,6.4,13.1,0.489,3.2,7.6,0.418,3.2,5.5,0.586,0.61,3.3,3.7,0.897,0.8,3.3,4.1,2.9,0.8,0.5,1.7,1.7,19.3,
58,Lauri Markkanen,27,UTA,PF,38,38,32.1,6.2,14.7,0.424,3,8.5,0.351,3.3,6.2,0.523,0.525,3.8,4.4,0.864,1.7,4.6,6.2,1.7,0.7,0.4,1.4,1.8,19.3,
59,Nikola Vučević,34,CHI,C,52,52,32.2,7.9,14.5,0.544,1.8,4.6,0.391,6.1,10,0.614,0.605,1.7,2.1,0.811,2.3,7.9,10.3,3.5,0.9,0.7,1.6,2.4,19.3,
60,Kristaps Porziņģis,29,BOS,C,27,27,28.6,6.4,13.6,0.471,2.4,6,0.405,4,7.6,0.525,0.561,3.9,4.7,0.833,1.6,5.4,7,2,0.8,1.6,1,2.8,19.1,
61,Austin Reaves,26,LAL,SG,45,45,34.8,6.3,14,0.448,2.6,7.1,0.364,3.7,6.9,0.535,0.541,4,4.7,0.862,0.8,3.5,4.3,6.1,1.2,0.2,2.5,2,19.1,
62,De'Andre Hunter,27,ATL,SF,37,4,28.8,6.1,13.3,0.461,2.6,6.7,0.393,3.5,6.6,0.531,0.56,4.1,4.8,0.858,0.7,3.2,3.9,1.5,0.8,0.1,1.6,2.4,19,
63,Michael Porter Jr.,26,DEN,SF,52,52,33.3,7.2,13.7,0.523,2.7,6.4,0.417,4.5,7.3,0.616,0.621,1.9,2.6,0.743,1.7,4.8,6.5,2.2,0.6,0.5,1.4,1.8,19,
64,Jalen Johnson,23,ATL,SF,36,36,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10,5,1.6,1,2.9,1.9,18.9,
65,Julius Randle,30,MIN,PF,48,48,32.6,6.6,14,0.47,1.5,4.6,0.321,5.1,9.4,0.542,0.522,4.2,5.2,0.811,2.1,5,7.2,4.5,0.7,0.2,2.8,2.5,18.9,
66,Coby White,24,CHI,SG,46,46,32.6,6.3,14.3,0.438,3.1,8.2,0.382,3.1,6.1,0.514,0.548,3.1,3.4,0.898,0.3,3,3.3,4.6,0.9,0.2,2.4,2.2,18.7,
67,Evan Mobley,23,CLE,PF,46,46,30,7.1,12.5,0.567,1.1,2.8,0.385,6,9.7,0.62,0.61,3.2,4.2,0.766,2.1,6.9,9,2.9,0.8,1.5,1.9,2,18.5,
68,Anfernee Simons,25,POR,SG,49,49,32.3,6.6,15.4,0.425,3,8.1,0.374,3.5,7.3,0.482,0.524,2.3,2.6,0.898,0.3,2.4,2.8,5,0.8,0.1,2.1,1.8,18.5,
69,Collin Sexton,26,UTA,SG,46,44,28.5,6.5,13.6,0.478,1.9,4.6,0.412,4.6,9,0.511,0.547,3.5,3.9,0.894,1.1,1.8,2.9,4.1,0.7,0.1,2.5,2.3,18.3,
70,John Collins,27,UTA,PF,33,24,30.2,6.7,12.8,0.526,1.5,3.4,0.441,5.2,9.4,0.556,0.584,3.3,3.8,0.872,2.2,5.9,8.2,2.2,1,1.1,2.6,3,18.2,
71,Mikal Bridges,28,NYK,SF,52,52,38.3,7.4,15.1,0.491,2.4,6.6,0.36,5,8.5,0.593,0.57,0.9,1.2,0.742,0.9,2.2,3.1,3.2,1,0.5,1.5,1.4,18.1,
72,Desmond Bane,26,MEM,SG,41,40,30.2,6.8,13.7,0.497,2.2,5.6,0.385,4.7,8.1,0.575,0.576,2.1,2.5,0.863,0.9,4.8,5.8,5.4,1.2,0.4,2.5,2.3,18,
73,Malik Monk,26,SAC,SG,44,31,32.1,6.6,14.8,0.444,2.3,6.9,0.328,4.3,8,0.544,0.52,2.5,2.9,0.875,0.4,3.4,3.8,5.8,1.1,0.6,2.2,2.7,18,
74,Tyrese Haliburton,24,IND,PG,50,50,34.1,6.1,13.7,0.449,2.9,7.9,0.366,3.3,5.8,0.56,0.554,2.6,3.1,0.846,0.6,3,3.6,8.5,1.3,0.7,1.8,1.3,17.8,
75,Jaden Ivey,22,DET,SG,30,30,29.9,6.3,13.8,0.46,2.1,5.1,0.409,4.2,8.6,0.49,0.536,2.8,3.9,0.733,1.3,2.8,4.1,4,0.9,0.4,3,2.2,17.6,
76,Andrew Wiggins,29,GSW,SF,43,43,30.1,6.1,13.7,0.444,2.2,5.8,0.379,3.9,7.9,0.491,0.524,3.2,4.2,0.777,1.5,3,4.6,2.3,0.9,0.8,1.3,1.6,17.6,
77,Dejounte Murray,28,NOP,PG,31,31,32.6,6.3,15.9,0.393,1.7,5.6,0.299,4.6,10.3,0.444,0.445,3.3,4,0.823,0.5,5.9,6.5,7.4,2,0.4,3.4,2,17.5,
78,Bradley Beal,31,PHO,SG,37,23,32.4,6.6,13.3,0.495,2,5.1,0.401,4.5,8.2,0.553,0.571,2.2,2.7,0.81,0.7,2.7,3.4,3.4,1.1,0.6,2,2.6,17.4,
79,Jimmy Butler,35,2TM,SF,26,26,30.6,5.7,10.6,0.542,0.5,1.4,0.351,5.2,9.2,0.571,0.565,5.4,6.7,0.805,2.2,3,5.1,4.8,1.1,0.4,1.2,0.9,17.3,
80,Jimmy Butler,35,MIA,PF,25,25,30.6,5.7,10.5,0.54,0.5,1.4,0.361,5.2,9.1,0.568,0.565,5.2,6.4,0.801,2.2,3,5.2,4.8,1.1,0.4,1.2,0.9,17,
81,Jimmy Butler,35,GSW,SF,1,1,29,7,12,0.583,0,1,0,7,11,0.636,0.583,11,13,0.846,1,1,2,4,1,1,1,1,25,
82,Shaedon Sharpe,21,POR,SG,45,31,30.4,6.4,14.4,0.445,1.9,6.1,0.315,4.5,8.3,0.542,0.512,2.5,3.2,0.803,0.7,3.1,3.8,2.4,0.8,0.2,1.9,1.8,17.3,
83,Jordan Clarkson,32,UTA,SG,28,5,26.2,5.7,13.6,0.418,2.4,6.2,0.382,3.3,7.4,0.449,0.505,3.2,3.8,0.832,0.6,2.6,3.2,3.8,0.9,0.3,2.2,1.5,16.9,
84,Paul George,34,PHI,PF,32,32,32,6.2,14.3,0.429,2.4,6.5,0.373,3.7,7.8,0.476,0.514,2,2.5,0.823,0.6,4.7,5.3,4.5,1.7,0.4,2.6,2.6,16.8,
85,Jonathan Kuminga,22,GSW,PF,32,10,26,6.1,13.2,0.459,1.3,3.6,0.345,4.8,9.6,0.502,0.506,3.4,5.3,0.639,1.4,3.6,5,2.2,0.9,0.6,1.6,1.9,16.8,
86,Keyonte George,21,UTA,PG,41,32,31.4,5.4,13.7,0.396,2.6,7.6,0.337,2.9,6,0.472,0.49,3.2,3.9,0.813,0.4,3.2,3.6,5.7,0.7,0.2,2.8,1.9,16.6,
87,Bam Adebayo,27,MIA,C,49,49,34,6.4,13.6,0.471,0.7,2.6,0.288,5.7,11,0.514,0.498,2.9,4,0.722,2.5,7.4,10,4.5,1.3,0.8,2.3,2.2,16.4,
88,OG Anunoby,27,NYK,PF,49,49,36.3,6.2,12.8,0.482,2.1,5.8,0.365,4.1,7,0.577,0.564,1.9,2.4,0.792,1.3,3.4,4.7,2,1.4,0.9,1.3,2.3,16.4,
89,Malik Beasley,28,DET,SG,52,12,27.9,5.7,13.2,0.434,3.8,9.4,0.411,1.9,3.8,0.492,0.58,1.1,1.7,0.663,0.6,2.3,2.9,1.8,0.9,0,1.1,1.5,16.4,
90,Devin Vassell,24,SAS,SG,35,24,30.5,6.3,14.1,0.443,2.3,6.4,0.364,3.9,7.7,0.509,0.526,1.5,2.1,0.75,0.6,2.9,3.6,3,1.2,0.5,1.5,1.6,16.4,
91,Bennedict Mathurin,22,IND,SF,49,44,31.5,5.8,12.2,0.472,1.5,4.2,0.353,4.3,8.1,0.534,0.533,3.3,4.1,0.815,1.3,4.5,5.7,1.8,0.6,0.4,1.9,2.5,16.3,
92,Jalen Suggs,23,ORL,PG,35,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4,3.7,1.5,0.9,2.9,2.8,16.2,
93,Derrick White,30,BOS,SG,50,50,33.4,5.5,12.5,0.443,3.4,8.8,0.383,2.2,3.7,0.587,0.578,1.7,2.1,0.827,0.9,3.3,4.2,4.1,0.9,1.2,1.5,1.9,16.1,
94,Kawhi Leonard,33,LAC,SF,14,14,25.4,6.4,13.7,0.464,1.5,4.1,0.362,4.9,9.6,0.507,0.518,1.5,1.9,0.778,0.6,4,4.6,2.6,0.9,0.5,2.1,1.3,15.7,
95,Gradey Dick,21,TOR,SG,45,45,29.8,5.3,12.7,0.419,2.2,6.3,0.35,3.1,6.4,0.486,0.505,2.8,3.1,0.886,0.8,2.6,3.4,1.9,0.8,0.2,1.6,2.3,15.6,
96,Mark Williams,23,CHO,C,23,20,25,6.1,10.4,0.586,0,0,0,6.1,10.3,0.588,0.586,3.4,4.3,0.78,3.3,6.3,9.6,2.5,0.7,1.2,1,2.6,15.6,
97,Ivica Zubac,27,LAC,C,50,50,32,6.8,11.1,0.616,0,0,,6.8,11.1,0.616,0.616,1.7,2.8,0.616,3.8,8.9,12.7,2.5,0.8,1.1,1.7,2,15.4,
98,Chet Holmgren,22,OKC,C,11,11,26.1,5.3,10.5,0.5,1.3,3.5,0.368,4,7.1,0.564,0.56,3.5,4.5,0.776,1.5,6.9,8.4,1.9,0.9,2.7,2.2,1.9,15.3,
99,Jared McCain,20,PHI,SG,23,8,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0,1.6,1.6,15.3,
100,Kyle Kuzma,29,2TM,PF,33,30,27.6,5.9,14.2,0.417,1.5,5.1,0.286,4.5,9.1,0.49,0.468,1.8,3,0.6,0.8,5,5.8,2.4,0.6,0.2,2.3,1.6,15.1,
101,Kyle Kuzma,29,WAS,PF,32,30,27.7,6,14.2,0.42,1.4,5,0.281,4.6,9.2,0.495,0.469,1.8,3.1,0.602,0.8,4.9,5.8,2.5,0.6,0.2,2.3,1.6,15.2,
102,Kyle Kuzma,29,MIL,PF,1,0,24,4,13,0.308,3,8,0.375,1,5,0.2,0.423,1,2,0.5,0,7,7,1,0,0,2,1,12,
103,Myles Turner,28,IND,C,46,46,30.6,5.4,11.3,0.475,2,5.1,0.398,3.3,6.2,0.539,0.565,2.3,3.1,0.752,1.3,5.3,6.6,1.5,0.8,1.8,1.9,2.8,15.1,
104,Christian Braun,23,DEN,SG,52,50,32.7,5.7,10,0.571,1,2.7,0.37,4.7,7.3,0.644,0.62,2.3,2.7,0.831,1.3,3.7,5,2.1,1.1,0.5,1,2.2,14.7,
105,Jerami Grant,30,POR,PF,41,41,32.4,4.7,12.2,0.383,2.3,6.1,0.371,2.4,6.1,0.396,0.476,3,3.6,0.856,0.6,2.7,3.3,2.2,0.8,1,1.3,2.3,14.7,
106,Fred VanVleet,30,HOU,PG,45,45,35.5,5,13,0.387,2.7,7.8,0.344,2.4,5.3,0.45,0.489,1.9,2.3,0.824,0.7,3.2,3.9,5.8,1.6,0.4,1.6,2.4,14.6,
107,Deni Avdija,24,POR,SF,50,32,28.6,4.8,10.4,0.461,1.5,4.4,0.338,3.3,6,0.55,0.532,3.4,4.4,0.782,1.2,5.2,6.4,3.4,1,0.6,2.5,2.3,14.5,
108,Deandre Ayton,26,POR,C,39,39,30.4,6.7,11.8,0.566,0.2,0.8,0.188,6.5,10.9,0.595,0.573,1,1.5,0.667,3.2,7.2,10.4,1.6,0.8,1,1.7,2.2,14.5,
109,Dennis Schröder,31,2TM,SG,47,41,29.8,5.1,12.3,0.418,2,5.6,0.358,3.1,6.6,0.469,0.501,2.1,2.6,0.842,0.3,2.3,2.6,5.5,1.1,0.1,2.3,2.6,14.4,
110,Dennis Schröder,31,BRK,PG,23,23,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,0.542,3.1,3.5,0.889,0.2,2.8,3,6.6,1.1,0.2,2.6,2.4,18.4,
111,Dennis Schröder,31,GSW,SG,24,18,26.2,3.9,10.5,0.375,1.5,4.8,0.322,2.4,5.7,0.419,0.448,1.2,1.6,0.744,0.4,1.9,2.3,4.4,1,0.1,2,2.8,10.6,
112,Josh Hart,29,NYK,SG-SF-PF,51,51,37.6,5.5,10,0.554,1.1,3.3,0.343,4.4,6.7,0.658,0.611,2.1,2.6,0.806,2.2,7.4,9.6,5.7,1.5,0.4,1.9,2.6,14.4,
113,Kelly Oubre Jr.,29,PHI,SF,48,45,34.5,5.5,12,0.46,1.2,4.1,0.289,4.3,7.9,0.549,0.51,2.1,2.9,0.741,1.7,4.9,6.5,1.9,1.5,0.5,1.3,2.9,14.3,
114,Immanuel Quickley,25,TOR,PG,13,13,25.9,4.7,11.5,0.407,2,5.5,0.366,2.7,6.1,0.443,0.493,2.9,3.2,0.905,0.3,1.9,2.2,6,0.5,0.2,1.7,1.6,14.3,
115,Jakob Poeltl,29,TOR,C,45,44,30.9,6.2,10.2,0.61,0,0,0,6.2,10.2,0.613,0.61,1.7,2.6,0.658,3.5,6.6,10.1,2.8,1.2,1.3,1.9,3.3,14.2,
116,Naz Reid,25,MIN,C,52,5,26.2,5.3,10.8,0.486,2.3,5.4,0.421,3,5.5,0.549,0.59,1.4,1.8,0.78,1,4.3,5.3,1.9,0.8,0.8,1.3,2.4,14.2,
117,P.J. Washington,26,DAL,PF,43,42,32.6,5.1,11.7,0.437,1.6,4.2,0.378,3.5,7.5,0.47,0.505,2.5,3.3,0.757,1.6,6.6,8.2,2.3,1.2,1,1.9,2.4,14.2,
118,Tre Mann,23,CHO,PG,13,0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2,2.9,3,0.5,0.3,1.9,1.8,14.1,
119,Payton Pritchard,27,BOS,PG,52,0,27.7,4.9,10.4,0.475,3.2,7.6,0.422,1.7,2.8,0.621,0.629,1,1.2,0.836,1.3,2.3,3.7,3.4,0.9,0.2,1,1.6,14.1,
120,Bobby Portis,29,MIL,PF,43,7,25.1,5.7,12.1,0.467,1.3,3.7,0.369,4.3,8.5,0.51,0.523,1.2,1.5,0.825,1.7,6.6,8.3,2.1,0.7,0.6,1.2,1.7,13.9,
121,Amen Thompson,22,HOU,SF,49,22,31.6,5.3,9.8,0.548,0.3,1.3,0.25,5,8.4,0.594,0.565,2.9,4.1,0.714,2.7,5.3,8,3.2,1.4,1.2,2,2.4,13.9,
122,Dyson Daniels,21,ATL,SG,48,48,33.9,5.7,12.3,0.467,1.1,3.4,0.327,4.6,8.8,0.521,0.513,1.2,1.9,0.62,1.7,3.7,5.5,4,2.9,0.8,1.9,2.5,13.8,
123,Klay Thompson,34,DAL,SF,46,46,27.2,5,11.8,0.419,3,7.6,0.39,2,4.2,0.472,0.544,0.8,0.9,0.902,0.6,2.8,3.5,2,0.8,0.4,1.4,1.3,13.7,
124,Jarrett Allen,26,CLE,C,52,52,28.9,5.5,7.9,0.697,0,0,0,5.5,7.9,0.701,0.697,2.5,3.4,0.746,2.7,7.6,10.3,2,0.9,1,1.2,1.5,13.6,
125,Dillon Brooks,29,HOU,SF,49,49,32.4,4.9,11.8,0.418,2.3,6.1,0.387,2.6,5.7,0.45,0.517,1.3,1.6,0.842,1.2,2.6,3.8,1.5,0.8,0.2,1,3.6,13.5,
